userid,college,status
33_MO_118,Mount Holyoke College,pending
33_MO_118,Colorado College,denied
33_MO_118,Smith College,denied
33_MO_118,Barnard College,denied
33_MO_118,Reed College,denied
33_MO_119,Samford University,accepted
33_MO_119,Gordon College,accepted
33_MO_119,Roger Williams University,accepted
33_MO_119,University of Kentucky,accepted
33_MO_119,University of Arkansas,accepted
33_MO_119,Colorado College,denied
33_MO_119,Smith College,pending
33_MO_119,"California State University, East Bay",accepted
33_MO_119,Barnard College,denied
33_MO_119,Reed College,denied
33_MA_120,Lawrence Technological University,accepted
33_MA_120,William Jewell College,accepted
33_MA_120,Siena College,accepted
33_MA_120,University of Maine,accepted
33_MA_120,Nova Southeastern University,accepted
33_MA_120,Mount Holyoke College,denied
33_MA_120,Colorado College,pending
33_MA_120,Smith College,denied
33_MA_120,Barnard College,denied
33_MA_120,Reed College,denied
33_MA_121,Utah State University,accepted
33_MA_121,University of Montana,accepted
33_MA_121,Texas Tech University,accepted
33_MA_121,University of Maine,accepted
33_MA_121,Nova Southeastern University,accepted
33_MA_121,Mount Holyoke College,denied
33_MA_121,Colorado College,denied
33_MA_121,Smith College,denied
33_MA_121,Barnard College,pending
33_MA_121,Reed College,denied
33_MA_122,Lawrence Technological University,accepted
33_MA_122,William Jewell College,accepted
33_MA_122,Siena College,accepted
33_MA_122,University of Maine,accepted
33_MA_122,Nova Southeastern University,accepted
33_MA_122,Mount Holyoke College,denied
33_MA_122,Colorado College,denied
33_MA_122,Smith College,denied
33_MA_122,Barnard College,denied
33_MA_122,Reed College,denied
33_MA_123,William Jewell College,accepted
33_MA_123,Lawrence Technological University,accepted
33_MA_123,San Diego State University,accepted
33_MA_123,University of Arizona,accepted
33_MA_123,University of Houston,accepted
33_MA_123,Mount Holyoke College,denied
33_MA_123,Colorado College,denied
33_MA_123,Smith College,denied
33_MA_123,Barnard College,denied
33_MA_123,Reed College,denied
33_MA_124,William Jewell College,accepted
33_MA_124,Lawrence Technological University,accepted
33_MA_124,Texas Tech University,pending
33_MA_124,San Diego State University,accepted
33_MA_124,University of Montana,accepted
33_MA_124,Mount Holyoke College,pending
33_MA_124,Colorado College,denied
33_MA_124,Smith College,denied
33_MA_124,Barnard College,pending
33_MA_124,Reed College,denied
33_MA_125,Roger Williams University,accepted
33_MA_125,Gordon College,accepted
33_MA_125,University of Kentucky,accepted
33_MA_125,Samford University,accepted
33_MA_125,University of Arkansas,accepted
33_MA_125,Smith College,denied
33_MA_125,Barnard College,denied
33_MA_125,Reed College,denied
33_MA_125,New York University,denied
33_MA_125,Eastern Washington University,accepted
33_MA_126,Roger Williams University,accepted
33_MA_126,Gordon College,accepted
33_MA_126,University of Kentucky,accepted
33_MA_126,Samford University,accepted
33_MA_126,University of Arkansas,pending
33_MA_126,Smith College,denied
33_MA_126,Barnard College,denied
33_MA_126,Reed College,denied
33_MA_126,New York University,denied
33_MA_126,Eastern Washington University,accepted
33_MA_127,University of Maine,accepted
33_MA_127,Nova Southeastern University,accepted
33_MA_127,Texas Tech University,accepted
33_MA_127,University of Montana,accepted
33_MA_127,Utah State University,pending
33_MA_127,Mount Holyoke College,denied
33_MA_127,Colorado College,denied
33_MA_127,Smith College,denied
33_MA_127,Barnard College,denied
33_MA_127,Reed College,denied
33_MA_128,William Jewell College,accepted
33_MA_128,Lawrence Technological University,accepted
33_MA_128,San Diego State University,accepted
33_MA_128,University of Arizona,accepted
33_MA_128,University of Houston,accepted
33_MA_128,Mount Holyoke College,denied
33_MA_128,Colorado College,denied
33_MA_128,Smith College,denied
33_MA_128,Barnard College,denied
33_MA_128,Reed College,denied
33_MA_129,Lawrence Technological University,accepted
33_MA_129,William Jewell College,accepted
33_MA_129,Siena College,accepted
33_MA_129,Nova Southeastern University,pending
33_MA_129,University of Maine,accepted
33_MA_129,Mount Holyoke College,denied
33_MA_129,Colorado College,denied
33_MA_129,Smith College,denied
33_MA_129,Barnard College,denied
33_MA_129,Reed College,denied
33_MA_130,Lawrence Technological University,accepted
33_MA_130,William Jewell College,accepted
33_MA_130,Siena College,accepted
33_MA_130,University of Maine,accepted
33_MA_130,Nova Southeastern University,accepted
33_MA_130,Mount Holyoke College,denied
33_MA_130,Colorado College,denied
33_MA_130,Smith College,denied
33_MA_130,Barnard College,denied
33_MA_130,Reed College,denied
33_MA_131,Samford University,accepted
33_MA_131,Gordon College,accepted
33_MA_131,Roger Williams University,accepted
33_MA_131,University of Kentucky,accepted
33_MA_131,University of Arkansas,accepted
33_MA_131,Eastern Washington University,accepted
33_MA_131,Smith College,denied
33_MA_131,Barnard College,pending
33_MA_131,Reed College,denied
33_MA_131,New York University,denied
33_MA_132,Lawrence Technological University,accepted
33_MA_132,William Jewell College,accepted
33_MA_132,Siena College,accepted
33_MA_132,Nova Southeastern University,accepted
33_MA_132,University of Maine,accepted
33_MA_132,Mount Holyoke College,denied
33_MA_132,Colorado College,denied
33_MA_132,Smith College,denied
33_MA_132,Barnard College,denied
33_MA_132,Reed College,denied
33_MA_133,Roger Williams University,accepted
33_MA_133,Gordon College,accepted
33_MA_133,University of Kentucky,accepted
33_MA_133,Samford University,accepted
33_MA_133,University of Arkansas,pending
33_MA_133,Smith College,denied
33_MA_133,Barnard College,denied
33_MA_133,Reed College,denied
33_MA_133,New York University,denied
33_MA_133,Eastern Washington University,accepted
33_MA_134,William Jewell College,accepted
33_MA_134,Lawrence Technological University,accepted
33_MA_134,San Diego State University,accepted
33_MA_134,University of Arizona,accepted
33_MA_134,University of Houston,accepted
33_MA_134,Mount Holyoke College,denied
33_MA_134,Colorado College,denied
33_MA_134,Smith College,denied
33_MA_134,Barnard College,denied
33_MA_134,Reed College,denied
33_MA_135,Lawrence Technological University,pending
33_MA_135,William Jewell College,accepted
33_MA_135,Siena College,accepted
33_MA_135,Nova Southeastern University,accepted
33_MA_135,University of Maine,accepted
33_MA_135,Mount Holyoke College,denied
33_MA_135,Colorado College,denied
33_MA_135,Smith College,denied
33_MA_135,Barnard College,denied
33_MA_135,Reed College,denied
33_MA_136,Samford University,accepted
33_MA_136,Gordon College,accepted
33_MA_136,Roger Williams University,accepted
33_MA_136,University of Kentucky,accepted
33_MA_136,University of Arkansas,accepted
33_MA_136,Smith College,denied
33_MA_136,Barnard College,denied
33_MA_136,Reed College,denied
33_MA_136,New York University,denied
33_MA_136,Eastern Washington University,accepted
33_MA_137,Lawrence Technological University,accepted
33_MA_137,William Jewell College,accepted
33_MA_137,Siena College,accepted
33_MA_137,University of Maine,accepted
33_MA_137,Nova Southeastern University,accepted
33_MA_137,Mount Holyoke College,denied
33_MA_137,Colorado College,denied
33_MA_137,Smith College,denied
33_MA_137,Barnard College,denied
33_MA_137,Reed College,pending
33_MA_138,Lawrence Technological University,accepted
33_MA_138,William Jewell College,accepted
33_MA_138,Siena College,accepted
33_MA_138,University of Maine,accepted
33_MA_138,Nova Southeastern University,accepted
33_MA_138,Mount Holyoke College,denied
33_MA_138,Colorado College,denied
33_MA_138,Smith College,denied
33_MA_138,Barnard College,denied
33_MA_138,Reed College,denied
33_MA_139,Utah State University,accepted
33_MA_139,University of Montana,accepted
33_MA_139,Texas Tech University,accepted
33_MA_139,University of Maine,accepted
33_MA_139,Nova Southeastern University,accepted
33_MA_139,Mount Holyoke College,denied
33_MA_139,Colorado College,denied
33_MA_139,Smith College,denied
33_MA_139,Barnard College,denied
33_MA_139,Reed College,denied
33_MA_140,Lawrence Technological University,accepted
33_MA_140,William Jewell College,accepted
33_MA_140,Siena College,accepted
33_MA_140,University of Maine,accepted
33_MA_140,Nova Southeastern University,accepted
33_MA_140,Mount Holyoke College,denied
33_MA_140,Colorado College,denied
33_MA_140,Smith College,denied
33_MA_140,Barnard College,denied
33_MA_140,Reed College,denied
33_MA_141,William Jewell College,accepted
33_MA_141,Lawrence Technological University,accepted
33_MA_141,Texas Tech University,accepted
33_MA_141,San Diego State University,accepted
33_MA_141,University of Montana,accepted
33_MA_141,Mount Holyoke College,denied
33_MA_141,Colorado College,denied
33_MA_141,Smith College,denied
33_MA_141,Barnard College,denied
33_MA_141,Reed College,denied
33_MA_142,William Jewell College,accepted
33_MA_142,Lawrence Technological University,accepted
33_MA_142,San Diego State University,accepted
33_MA_142,University of Arizona,accepted
33_MA_142,University of Houston,accepted
33_MA_142,Mount Holyoke College,denied
33_MA_142,Colorado College,denied
33_MA_142,Smith College,denied
33_MA_142,Barnard College,denied
33_MA_142,Reed College,denied
33_MA_143,Samford University,accepted
33_MA_143,Gordon College,accepted
33_MA_143,Roger Williams University,accepted
33_MA_143,University of Kentucky,accepted
33_MA_143,University of Arkansas,accepted
33_MA_143,Eastern Washington University,accepted
33_MA_143,Smith College,denied
33_MA_143,Barnard College,denied
33_MA_143,Reed College,denied
33_MA_143,New York University,denied
33_MA_144,Lawrence Technological University,accepted
33_MA_144,William Jewell College,accepted
33_MA_144,Siena College,accepted
33_MA_144,University of Maine,pending
33_MA_144,Nova Southeastern University,accepted
33_MA_144,Mount Holyoke College,denied
33_MA_144,Colorado College,denied
33_MA_144,Smith College,denied
33_MA_144,Barnard College,denied
33_MA_144,Reed College,denied
33_MA_145,William Jewell College,accepted
33_MA_145,Lawrence Technological University,accepted
33_MA_145,San Diego State University,accepted
33_MA_145,University of Arizona,accepted
33_MA_145,University of Houston,accepted
33_MA_145,Mount Holyoke College,denied
33_MA_145,Colorado College,denied
33_MA_145,Smith College,denied
33_MA_145,Barnard College,denied
33_MA_145,Reed College,denied
33_MA_146,William Jewell College,accepted
33_MA_146,Lawrence Technological University,accepted
33_MA_146,Texas Tech University,accepted
33_MA_146,San Diego State University,accepted
33_MA_146,University of Montana,accepted
33_MA_146,Mount Holyoke College,pending
33_MA_146,Colorado College,pending
33_MA_146,Smith College,denied
33_MA_146,Barnard College,denied
33_MA_146,Reed College,denied
33_MA_147,Utah State University,accepted
33_MA_147,University of Montana,accepted
33_MA_147,Texas Tech University,accepted
33_MA_147,University of Maine,accepted
33_MA_147,Nova Southeastern University,accepted
33_MA_147,Mount Holyoke College,denied
33_MA_147,Colorado College,pending
33_MA_147,Smith College,denied
33_MA_147,Barnard College,denied
33_MA_147,Reed College,denied
33_MA_148,William Jewell College,accepted
33_MA_148,Lawrence Technological University,accepted
33_MA_148,San Diego State University,accepted
33_MA_148,University of Arizona,accepted
33_MA_148,University of Houston,accepted
33_MA_148,Mount Holyoke College,denied
33_MA_148,Colorado College,denied
33_MA_148,Smith College,denied
33_MA_148,Barnard College,denied
33_MA_148,Reed College,denied
33_MA_149,Samford University,accepted
33_MA_149,Gordon College,accepted
33_MA_149,Roger Williams University,accepted
33_MA_149,University of Kentucky,accepted
33_MA_149,University of Arkansas,accepted
33_MA_149,Smith College,denied
33_MA_149,Barnard College,denied
33_MA_149,Reed College,denied
33_MA_149,New York University,pending
33_MA_149,Eastern Washington University,accepted
33_MA_150,Lawrence Technological University,pending
33_MA_150,William Jewell College,accepted
33_MA_150,Siena College,pending
33_MA_150,University of Maine,accepted
33_MA_150,Nova Southeastern University,accepted
33_MA_150,Mount Holyoke College,denied
33_MA_150,Colorado College,denied
33_MA_150,Smith College,denied
33_MA_150,Barnard College,denied
33_MA_150,Reed College,denied
33_MA_151,Samford University,accepted
33_MA_151,Gordon College,accepted
33_MA_151,Roger Williams University,accepted
33_MA_151,University of Kentucky,accepted
33_MA_151,University of Arkansas,accepted
33_MA_151,"California State University, East Bay",accepted
33_MA_151,Colorado College,denied
33_MA_151,Smith College,denied
33_MA_151,Barnard College,denied
33_MA_151,Reed College,denied
33_MA_152,William Jewell College,pending
33_MA_152,Lawrence Technological University,accepted
33_MA_152,San Diego State University,accepted
33_MA_152,University of Arizona,accepted
33_MA_152,University of Houston,accepted
33_MA_152,Mount Holyoke College,denied
33_MA_152,Colorado College,pending
33_MA_152,Smith College,denied
33_MA_152,Barnard College,denied
33_MA_152,Reed College,denied
33_MA_153,Lawrence Technological University,accepted
33_MA_153,William Jewell College,accepted
33_MA_153,Siena College,accepted
33_MA_153,Nova Southeastern University,accepted
